Supplementary Table 2. Expression of genes in TEC and dynamic step tissue specificity calls.																
																
Ensembl ID	Gene Symbol	GNF GeneAtlas Specificity	calculated FPKMs							CuffDiff FPKMs						
ENSMUSG00000020548	1700086D15Rik	NRE	0.29788634	0.330472317	0.097632752	0.320494099	0.575544541	0.29057469	0.571598432	0.284543	0.328443	0.096134	0.255133	0.418221	0.245257	0.497607
ENSMUSG00000020549	Elac2	NRE	12.11605607	11.14214236	8.946379428	11.64285256	11.12775291	10.75790531	10.50665652	11.1964	10.05	7.81991	10.4427	9.84111	9.32045	8.90312
ENSMUSG00000020570	Sypl	NRE	44.32399909	55.06135159	39.97678001	53.43857196	41.95891712	39.66953322	42.03474163	84.5743	96.6988	67.8983	93.163	69.9513	67.0911	70.3498
ENSMUSG00000020571	Pdia6	NRE	63.97028111	131.1039454	88.91244585	141.187026	149.3860918	141.1060533	146.76286	53.241	107.753	69.4671	114.16	115.715	111.273	114.68
ENSMUSG00000020576	Nbas	NRE	7.767039879	9.810680352	8.574400728	10.60324667	14.71975105	12.3854586	15.07944061	7.68073	9.89147	8.25751	10.8056	13.8877	12.482	14.6317
ENSMUSG00000020577	Tspan13	NRE	2.533658252	20.95553854	10.75606557	23.36780457	29.31134161	25.65734338	33.0374114	2.79694	23.1484	11.5556	26.0197	31.0562	27.6188	35.73
ENSMUSG00000020580	Rock2	NRE	16.80194185	9.917842154	12.74951855	8.564478235	7.957149888	6.495069567	7.375445661	14.9991	8.78115	10.8752	7.54629	6.70909	5.61529	6.28447
ENSMUSG00000020585	Laptm4a	NRE	252.8238715	98.49936666	162.2203196	81.41512793	65.51743091	66.57475092	61.71681451	259.942	99.4833	159.377	82.3939	62.8048	64.2698	59.4466
ENSMUSG00000020590	Snx13	NRE	10.91357055	8.298927399	6.753680282	8.198746763	7.599453949	7.870143366	8.293681827	11.9278	8.85899	6.9568	8.58308	7.5961	8.08464	8.46042
ENSMUSG00000020593	Lpin1	NRE	4.585744698	5.405567864	6.458675133	4.9963648	5.0170782	4.232587166	4.605196336	4.34941	5.05399	5.77687	4.62069	4.46106	3.82668	4.05901
ENSMUSG00000020594	Pum2	NRE	38.25361926	29.6181077	28.89398253	27.23154749	29.04289519	24.53989139	28.8513035	52.9769	40.1103	37.3092	36.664	39.613	33.0263	37.1457
ENSMUSG00000020601	Trib2	NRE	10.28164612	5.742068804	6.250745069	3.606367389	2.401005237	2.813231425	2.070287099	10.4617	5.76921	6.00846	3.64804	2.30955	2.71188	1.95853
ENSMUSG00000020605	Hs1bp3	NRE	10.75056491	2.075897946	2.7922769	2.964316475	2.755814924	3.206801413	2.726946638	10.5405	1.96185	2.5772	2.80917	2.48284	2.99992	2.50794
ENSMUSG00000020607	Fam84a	NRE	0.102780632	5.979965126	7.986864748	7.801147908	4.840433492	12.50438445	7.453285679	0.108782	5.99067	7.67657	7.78634	4.53108	12.0024	7.06426
ENSMUSG00000020608	Smc6	NRE	21.63389959	12.18489448	8.598763612	10.38321891	10.67175367	7.334226307	10.20881351	17.9928	10.0545	6.81302	8.49985	8.37418	5.90854	7.95869
ENSMUSG00000020610	Amz2	NRE	18.60933479	13.99782963	13.47872438	14.50231044	15.63485329	13.03904192	14.53492663	25.1777	19.1066	18.8676	20.2786	21.8167	17.7993	20.4732
ENSMUSG00000020612	Prkar1a	NRE	95.58271263	53.26150144	56.07688111	47.24428216	44.99887859	43.94176746	44.01334801	130.774	72.3033	73.0935	64.2603	61.0534	62.441	59.9949
ENSMUSG00000020621	Rdh14	NRE	11.9958006	8.408033741	9.859316101	8.619177952	8.508298553	8.310740287	8.375366732	12.2499	8.40712	9.47935	8.67599	8.06271	7.97244	8.01131
ENSMUSG00000020629	Adi1	NRE	47.17644302	31.4571195	25.9748066	36.80787002	43.45918863	32.5888051	38.83115778	46.3852	24.9157	22.7596	28.306	28.2554	23.1852	25.921
ENSMUSG00000020630	Rnaseh1	NRE	5.749580373	5.430184621	5.852120592	5.457920234	6.526032777	5.521747299	5.994249166	8.2042	7.88	7.91672	7.64219	8.5579	7.62913	8.11371
ENSMUSG00000020634	Ubxn2a	NRE	13.77608001	15.19960089	13.55815912	18.38237326	19.27625679	15.74513792	21.60873552	14.2388	15.9854	13.337	19.1007	18.7627	15.6085	21.4199
ENSMUSG00000020640	Itsn2	NRE	12.85826169	18.3736535	13.12827545	21.41433534	30.68173234	26.67431845	32.80743058	12.3575	17.059	11.6708	19.2641	26.7763	23.3971	28.5005
ENSMUSG00000020642	Rnf144a	NRE	1.257723166	1.073826696	0.552624332	0.885675057	0.181402752	0.479023643	0.12310538	1.2409	1.02866	0.486491	0.837535	0.162696	0.45252	0.109531
ENSMUSG00000020644	Id2	NRE	4.123282511	29.77985697	84.85332038	21.69981242	10.41320543	20.05249243	8.931348017	3.93656	29.0182	78.972	21.1155	9.65549	18.9274	8.21155
ENSMUSG00000020646	Mboat2	NRE	8.654045051	1.428745027	1.932353077	1.108984672	0.222050894	0.585445833	0.264634135	7.89325	1.37341	1.70732	1.02713	0.180943	0.51039	0.243972
ENSMUSG00000020647	Ncoa1	NRE	14.05794255	7.234215061	8.387889783	7.228703019	11.67488332	9.165843595	11.53610473	13.1032	6.68014	7.47067	6.61516	10.0562	8.11511	10.1838
ENSMUSG00000020648	Dus4l	NRE	2.068698195	2.031003959	2.637636043	1.684134857	1.690092405	1.104434612	1.546972674	1.8896	1.80941	2.29187	1.54392	1.45192	0.980115	1.345
ENSMUSG00000020650	Bcap29	NRE	9.831011458	13.33672878	11.83996479	10.09532834	7.426563648	5.291496304	6.607802683	8.87696	12.1041	10.2482	9.06528	6.39928	4.70109	5.76579
ENSMUSG00000020653	Klf11	NRE	3.968801953	2.257817248	2.595346283	1.974737838	2.106891269	2.115703933	2.005753303	4.24385	2.83087	2.73554	2.12528	2.29123	2.32085	1.98938
ENSMUSG00000020656	Grhl1	NRE	3.207834441	14.97640001	11.8786366	15.45073436	12.71211955	21.02533272	16.39045257	3.13834	14.442	10.8406	14.4418	11.0984	18.9462	14.6447
ENSMUSG00000020659	Cbll1	NRE	6.82332497	6.74064546	6.019337474	6.22424015	6.065048147	5.180918995	5.844546013	8.6974	8.86344	7.70718	8.15579	8.18868	6.95615	7.97661
ENSMUSG00000020664	Dld	NRE	62.29937219	45.76587483	37.5708343	44.98428663	39.70126721	40.27518306	40.03971487	53.2513	38.6861	30.0705	37.5361	31.1061	31.8804	30.9745
ENSMUSG00000020669	Sh3yl1	NRE	7.931986951	11.7953568	10.80541276	15.22554147	13.19413437	13.38953414	15.98584798	6.79996	9.86603	8.69996	12.4885	10.1482	10.5787	12.6802
ENSMUSG00000020671	Rab10	NRE	50.61123415	36.95454489	43.90383011	37.92277406	32.53383024	32.20640829	33.00838492	46.6609	33.9032	38.7494	34.4093	27.8465	28.2496	28.7397
ENSMUSG00000020674	Pxdn	NRE	12.64266485	18.91629594	16.27662541	15.15011878	14.64810862	11.53635771	10.97243628	14.897	21.8981	18.1461	17.5139	16.1461	12.9123	12.233
ENSMUSG00000020676	Ccl11	NRE	0.39579911	12.63782894	132.4836062	13.13298057	14.44058879	6.581125147	3.484933194	0.374328	11.5498	117.809	12.1263	12.7607	5.93355	2.97024
ENSMUSG00000020677	Ddx52	NRE	14.53295182	14.30908372	12.00099096	14.22339943	11.79036591	9.718934602	10.93640039	12.818	12.7136	10.1285	12.471	9.60235	8.26113	9.12994
ENSMUSG00000020680	Taf15	NRE	52.24970572	45.98300543	52.36038346	48.89569579	58.67459389	53.23448957	48.65263918	42.9889	37.5824	41.2689	39.7119	45.2951	41.6034	37.8104
ENSMUSG00000020691	Mettl2	NRE	8.576582725	6.075301406	7.635531976	6.065116406	5.515748732	4.363460567	4.212436853	7.72712	5.51027	6.37272	5.38565	4.53685	3.69954	3.70987
ENSMUSG00000020694	Tlk2	NRE	12.34688788	8.958583501	9.153325092	7.335504972	5.919048817	6.145251937	6.012140328	22.5547	16.744	16.3895	13.207	12.478	12.9212	12.3433
ENSMUSG00000020705	Ddx42	NRE	34.16893216	25.87460795	25.5647308	23.95430956	25.48232554	22.41431025	25.26442267	30.8517	22.9364	21.6075	21.0923	21.421	19.3784	21.396
ENSMUSG00000020706	Ftsj3	NRE	31.07117805	19.0578058	18.75955878	15.79706711	15.04282448	11.83398014	12.2672829	26.0646	15.7302	14.7733	12.9656	11.6902	9.35719	9.62788
ENSMUSG00000020707	Rnf135	NRE	5.204950697	4.246272391	5.448581732	4.516138343	4.157962517	5.235199271	4.002699968	5.75934	4.69041	6.08772	4.90386	4.95764	6.029	4.50665
ENSMUSG00000020708	Psmc5	NRE	152.8243165	95.91210819	87.6892122	94.7287465	94.39746518	91.53783958	90.16884183	123.619	76.4549	66.6359	74.7679	72.4776	71.3458	70.116
ENSMUSG00000020709	Adap2	NRE	0.035801252	0.741871708	0.15652822	1.011056492	0.36371454	0.916574461	0.464057702	0.0369355	0.922746	0.174135	1.24553	0.393715	1.04636	0.514305
ENSMUSG00000020715	Ern1	NRE	4.518421219	3.963216712	6.083285274	3.799265364	3.558049618	4.874167161	3.893402624	5.15079	4.39496	6.60139	4.28589	3.90578	5.20687	4.22926
ENSMUSG00000020716	Nf1	NRE	11.42215457	5.723731326	6.924663571	4.767467881	4.284108417	4.107355357	3.749838674	12.9813	6.54043	7.01498	5.56462	4.41362	4.44965	4.04511
ENSMUSG00000020719	Ddx5	NRE	332.8463354	326.9120584	385.8714741	360.2163415	352.2313721	309.7640433	364.7199622	400.385	401.108	470.375	439.907	423.12	376.707	441.206
ENSMUSG00000020720	Psmd12	NRE	52.48826146	28.36813589	22.06360506	25.53665254	21.64814675	21.99470313	21.73560428	72.3597	38.7263	28.9246	35.1779	28.2765	28.3047	28.5
ENSMUSG00000020733	Slc9a3r1	NRE	31.51032417	79.97862289	39.28132301	92.87500683	83.1308449	125.9576794	100.9780544	29.5111	74.1199	34.8734	86.0246	73.1634	112.784	88.9826
ENSMUSG00000020736	Nt5c	NRE	17.38568247	21.50008512	38.36456871	24.76994268	26.95066716	25.95030284	27.09088861	16.0468	18.9611	32.7531	21.7656	22.8589	22.5304	22.9914
ENSMUSG00000020737	Hn1	NRE	40.7717322	62.60264344	69.21961162	77.74670775	78.9353107	76.63846211	78.88347044	36.2885	54.4087	58.8766	67.7963	66.6441	65.6319	66.3079
ENSMUSG00000020738	Sumo2	NRE	195.4515944	208.8601387	173.3973	225.572051	198.9509251	165.6489868	195.5277977	205.58	219.562	173.357	234.965	184.543	152.908	188.097
ENSMUSG00000020739	Nup85	NRE	35.48879817	63.47549429	34.03796898	71.87630796	120.0759831	81.35386247	123.4198752	33.3705	51.6789	29.3365	57.0365	92.1448	63.5873	94.478
ENSMUSG00000020740	Gga3	NRE	13.35009065	18.40775432	15.21409561	26.49798189	64.81628891	36.43537904	64.86966481	12.97	16.5201	13.8627	23.8872	55.2268	31.6092	55.9773
ENSMUSG00000020741	1300001I01Rik	NRE	17.97709024	15.41707566	15.20343216	14.97972293	15.20269715	16.11814955	14.6549387	16.1372	13.7749	12.9442	13.2384	12.7409	13.8253	12.4338
ENSMUSG00000020747	2310067B10Rik	NRE	11.6671574	9.332144254	20.521365	7.886097572	10.28322578	9.808955746	9.73210265	11.772	9.48183	20.1444	8.18499	11.2363	10.4517	10.3679
ENSMUSG00000020755	Sap30bp	NRE	14.13190503	11.21576554	12.52096437	10.26371857	12.24096723	10.51434066	12.44335398	11.8013	9.12097	9.85962	8.2926	9.38071	8.10615	9.65005
ENSMUSG00000020758	Itgb4	NRE	41.09023279	53.85193947	95.50169733	38.8077312	61.164226	39.68483946	54.8602974	39.1044	50.6403	84.7339	36.114	54.9636	35.8431	49.4623
ENSMUSG00000020766	Galk1	NRE	27.85035295	13.85767402	8.470217578	10.63544338	9.751686052	11.06013214	8.788269424	24.4509	11.9702	7.11074	9.10872	8.10016	9.29397	7.25966
ENSMUSG00000020770	Unk	NRE	14.0900026	13.84424824	13.87978046	12.74351254	18.84932975	14.93273404	18.64814894	12.927	12.4598	11.8495	11.3304	15.9498	12.8034	15.8965
ENSMUSG00000020773	Trim47	NRE	6.559067948	16.59593644	41.44796704	10.38314223	14.33272738	15.06653793	14.42207449	5.95859	15.5214	36.9686	9.58851	12.7454	13.5125	12.8919
ENSMUSG00000020774	Aspa	NRE	0.893365283	0.198127124	0.096075651	0.429427312	0.027582732	0.158855802	0.04464145	1.1842	0.274591	0.0969618	0.411316	0.0332721	0.150105	0.0562191
ENSMUSG00000020775	Mrpl38	NRE	36.56635396	66.159154	38.63888463	82.6485302	86.3193237	78.55545687	88.8897632	30.6189	56.2842	30.9938	70.0989	70.0553	65.1988	72.4214
ENSMUSG00000020776	Fbf1	NRE	16.04185227	7.200273137	12.93872799	6.888083239	8.627391746	8.073478547	7.939353736	21.3604	9.31527	15.5752	8.27557	9.98051	8.0681	7.93764
ENSMUSG00000020777	Acox1	NRE	42.5747085	47.38923867	28.25002499	57.02245951	61.37942616	82.66070289	75.46554171	42.9677	46.8589	26.7526	56.1929	56.8851	79.3339	71.4759
ENSMUSG00000020778	2310004N24Rik	NRE	16.90515986	19.33939776	16.57476159	20.95926368	24.86133297	22.91286548	28.6904954	15.6061	17.4877	14.3112	18.8416	21.4162	19.9572	25.024
ENSMUSG00000020780	Srp68	NRE	117.9833262	34.89507004	32.30949913	33.4386776	39.69327356	34.15709702	37.47333344	98.6569	29.2692	26.0027	28.1798	31.617	27.4381	30.5019
ENSMUSG00000020781	Tsen54	NRE	6.309287606	4.001947215	6.36123212	3.328199464	5.157795974	3.631441942	4.836115173	7.25106	4.61352	7.7559	3.42842	5.69817	3.8656	6.00642
ENSMUSG00000020782	Llgl2	NRE	14.88295448	20.6395833	19.48116709	24.17340152	37.82409167	32.28869429	42.41588143	20.1066	26.054	21.856	27.6878	44.0104	37.4982	48.0877
ENSMUSG00000020792	Exoc7	NRE	185.7940428	14.74178115	17.50473512	14.19212497	15.99699207	14.27164232	16.25230821	258.691	22.6216	23.4582	20.5164	23.1415	21.016	25.1266
ENSMUSG00000020794	Ube2g1	NRE	14.23548454	9.381727172	10.37755538	8.407430761	6.723173532	6.727820337	7.496721113	13.3397	8.80189	9.15633	7.78203	5.82342	6.0038	6.70485
ENSMUSG00000020801	Med31	NRE	8.83383095	8.244586934	7.941402627	7.807074764	7.130053172	6.84902352	6.864016984	7.36568	7.01375	6.29116	6.49252	5.65137	5.58172	5.58183
ENSMUSG00000020803	Txndc17	NRE	58.04714743	43.4784728	49.6960259	48.46400981	39.61899359	45.40085268	42.49745262	49.348	36.6783	40.2839	41.186	31.5919	37.0298	33.7945
ENSMUSG00000020806	Rhbdf2	NRE	33.06500259	10.2241607	14.00018703	10.77768219	15.64867693	14.44151276	17.69948376	31.1346	9.46963	12.4213	9.81272	13.9238	12.9022	15.6562
ENSMUSG00000020807	4933427D14Rik	NRE	3.429917027	3.304101222	4.490027832	2.830386613	2.316356068	2.588449319	2.099568084	3.81037	3.55215	4.60782	3.06195	2.4535	2.76322	2.28482
ENSMUSG00000020810	Cygb	NRE	2.318657302	15.06770152	2.224895861	16.90637308	30.93707349	26.59393011	34.68788091	2.31114	14.5722	2.08864	16.2862	28.5661	25.0702	32.2783
ENSMUSG00000020817	Rabep1	NRE	7.144082404	6.05577075	6.427755228	5.68589904	5.207372725	5.281032499	5.386737452	9.17939	7.5219	7.69772	6.94942	6.31802	6.35309	6.4739
ENSMUSG00000020818	Mfsd11	NRE	6.097310003	5.760683108	6.723394854	5.770683375	6.509117543	6.591147051	6.518502444	6.88751	7.03901	7.33698	6.41723	6.93875	6.69706	6.47281
ENSMUSG00000020827	Mink1	NRE	18.38386793	54.38637768	43.00812173	70.28755383	132.4169933	99.38118865	142.886499	16.7787	49.1724	36.6926	62.8858	115.529	87.124	124.256
ENSMUSG00000020828	Pld2	NRE	2.380891926	4.279988633	9.359172547	3.700930133	3.29537953	3.844480467	3.641273109	3.04528	5.55428	11.8927	4.77591	4.03721	4.78888	4.45373
ENSMUSG00000020829	Slc46a1	NRE	9.420924063	2.449147187	4.628888216	2.689677459	1.698587797	2.97343123	1.888098597	11.1993	2.92986	5.2535	3.18219	1.83942	2.9147	1.93328
ENSMUSG00000020831	0610010K14Rik	NRE	28.26581355	23.40743139	24.21695763	23.14098175	23.19810126	21.30702874	22.56067431	34.0763	27.5103	26.3339	26.3846	25.0579	22.3039	24.5051
ENSMUSG00000020832	Eral1	NRE	9.22089216	6.774172356	8.815553475	7.766821443	8.920019865	8.105151514	8.419214392	8.21425	5.80859	7.40048	6.83536	7.44422	6.79758	6.92894
ENSMUSG00000020840	Blmh	NRE	29.37086388	27.58738381	26.83744931	26.04297249	21.66635935	26.48063977	21.99489886	40.3701	36.7059	34.6507	36.4139	25.486	30.5546	26.287
ENSMUSG00000020843	Timm22	NRE	8.314366979	5.974775837	5.789228032	5.764197013	5.105777832	4.677280971	5.15404412	20.8377	14.5904	13.2161	14.6768	11.8174	11.2961	11.9231
ENSMUSG00000020844	Nxn	NRE	125.8710745	30.98422291	56.91984119	17.8368526	24.20378927	17.31344281	19.0942093	113.877	27.479	48.5372	15.7756	20.5572	14.9809	16.2075
ENSMUSG00000020846	Fam101b	NRE	13.10349813	4.478866509	18.40838513	1.922227814	1.510218863	1.240517347	0.912590644	13.3776	4.47787	17.652	1.88048	1.39499	1.14603	0.808035
ENSMUSG00000020847	Rph3al	NRE	0.995237037	3.034749694	4.045790994	3.042393593	3.860090941	3.013199925	3.46723256	1.77604	5.74909	7.10796	5.75253	7.56417	5.83224	6.73401
ENSMUSG00000020849	Ywhae	NRE	250.0187742	272.7606901	189.3638837	249.8856165	245.2223707	225.357354	216.6595168	350.933	369.055	229.944	318.95	290.576	276.451	261.434
ENSMUSG00000020857	Nme2	NRE	9.667271104	11.67779452	12.09587964	12.45100575	10.94194538	10.01550853	9.665819638	65.3571	103.446	95.0909	96.2523	84.5687	68.9098	72.1198
ENSMUSG00000020859	Spag9	NRE	22.14412078	14.48774097	13.51349838	13.16279702	13.3614005	12.33632942	13.52217278	24.7719	16.3674	14.0535	14.5491	15.2731	14.1975	15.7669
ENSMUSG00000020864	Ankrd40	NRE	16.79074044	12.9753141	14.79312408	12.99340342	15.45548743	12.70576505	15.81243875	27.3646	19.6116	20.86	19.3675	23.3297	20.194	24.4747
ENSMUSG00000020865	Abcc3	NRE	0.180195711	6.284120703	10.81428327	9.709632069	7.713371241	14.80773987	10.47024611	0.159467	5.36021	8.82542	8.24513	6.15607	12.1933	8.62173
ENSMUSG00000020869	Lrrc59	NRE	49.58826677	52.69541403	37.48294103	48.37539357	48.58073964	46.46695539	46.84271199	46.6061	48.6159	33.3763	44.7799	42.7671	41.5686	41.483
ENSMUSG00000020870	Cdc34-ps	NRE	3.600326879	3.87782496	3.166432115	3.92146497	4.166166118	4.359411174	4.195357084	0.00941712	0.207386	0.0419168	0.222789	0.0615021	0.167371	0.140819
ENSMUSG00000020873	Slc35b1	NRE	15.81985747	43.68069004	31.46024715	50.06237381	47.89464687	50.01740065	50.26498244	13.6719	36.6533	25.1866	41.38	38.243	41.3546	41.7466
ENSMUSG00000020876	Snx11	NRE	10.24427303	27.53975269	18.03992896	35.2831907	55.96518469	43.30403353	56.30219008	13.0792	32.1502	20.5497	41.2887	61.6198	48.978	63.4315
ENSMUSG00000020883	Fbxl20	NRE	4.83721991	3.97127815	7.668237295	3.759509624	4.532646238	4.068676365	4.335092684	8.87561	8.42561	12.2586	7.67923	7.20902	6.38245	7.90553
ENSMUSG00000020893	Per1	NRE	6.438477393	10.1421047	8.460174754	8.879133219	13.31214176	13.78088375	15.22371044	7.21342	11.267	9.04301	9.99933	14.6127	14.9606	16.3723
ENSMUSG00000020898	1500010J02Rik	NRE	10.62379545	9.382112769	12.20523737	7.98751577	10.15238057	7.266064078	8.825862041	9.28311	8.11745	10.0011	6.86252	8.1491	5.9147	7.17185
ENSMUSG00000020899	Pfas	NRE	4.878913046	4.108163412	4.434317959	3.719966262	4.791984984	3.546712321	4.108630168	7.31696	6.35354	7.15014	5.31894	7.59844	5.15274	6.24275
ENSMUSG00000020900	Myh10	NRE	20.94796535	6.693961868	4.618139532	6.070448225	3.801193948	5.425734413	3.423911699	19.9807	5.83995	3.38122	5.42083	2.9051	4.6211	2.712
ENSMUSG00000020902	Ntn1	NRE	0.318943626	1.379635035	0.492304055	1.48989668	0.394336617	1.529504516	0.398885387	0.344537	1.425	0.503032	1.52406	0.377502	1.51811	0.387204
ENSMUSG00000020903	Stx8	NRE	3.701722583	3.714678419	3.7378579	4.411528724	4.479758837	4.471836155	4.786420212	7.61613	6.82414	6.95597	8.19718	7.76417	8.04307	8.66869
ENSMUSG00000020905	Usp43	NRE	0.124048097	1.745222242	2.161994362	2.109886565	1.778319709	2.032539496	1.748660204	0.114696	1.58962	1.88862	1.8662	1.54481	1.73949	1.55748
ENSMUSG00000020910	2310004I24Rik	NRE	9.321899864	10.1268909	9.032726517	12.48268155	16.01314132	14.32084204	18.41753807	8.63782	9.28596	7.85687	11.4977	13.564	12.5656	15.8982
ENSMUSG00000020911	Krt19	NRE	0.892364867	33.61636638	83.58285726	43.03432788	7.094397291	47.44317928	11.22748142	0.715293	28.3587	69.1442	36.555	5.62218	39.5544	9.40165
ENSMUSG00000020917	Acly	NRE	32.78493383	50.38372507	43.35850184	51.02725907	57.43314903	63.3782991	62.94708106	28.9937	44.3787	36.495	44.022	48.7084	53.1636	54.6493
ENSMUSG00000020918	Kat2a	NRE	26.69642305	26.44410198	30.62882949	29.67804356	39.13452614	26.19269584	34.55377732	22.8596	22.513	24.6635	24.9941	31.6935	21.6466	28.3105
ENSMUSG00000020921	Tmem101	NRE	6.081536987	5.372602009	5.939023867	5.257839065	5.272831834	5.552624016	5.636309161	5.92597	5.1099	5.4749	4.97124	4.7614	5.04732	5.11031
ENSMUSG00000020923	Ubtf	NRE	38.26825761	22.05413784	29.12771757	17.4130436	19.12384071	17.87713563	18.05219216	63.5644	36.2447	45.4698	28.3986	30.2868	28.8462	28.4156
ENSMUSG00000020929	Eftud2	NRE	40.13528784	37.0812724	31.56036256	33.20421538	35.60145032	29.55506297	31.12776677	36.1891	34.0093	26.5331	28.1692	29.2896	24.963	27.6937
ENSMUSG00000020935	Dcakd	NRE	15.20576857	13.91077844	13.65217425	11.24417293	12.0505685	10.07433109	9.432963438	18.0184	15.8982	15.295	13.2762	14.0758	11.5058	10.953
ENSMUSG00000020937	Plcd3	NRE	1.748398033	1.137460138	1.916802534	0.829857516	6.257028334	1.269644231	3.228611985	1.72103	1.25985	1.89198	0.884857	6.19336	1.2853	3.33051
ENSMUSG00000020946	Gosr2	NRE	34.36005526	26.68288974	19.10109757	27.07893932	26.76866456	27.72887951	27.23986805	42.587	31.638	21.8247	32.2704	32.3178	34.019	32.7819
ENSMUSG00000020948	Klhl28	NRE	4.970168518	5.293244538	4.572862898	5.504123293	6.156648209	6.042187289	6.056393148	4.76052	5.06833	4.14338	5.10736	5.54569	5.43189	5.50822
ENSMUSG00000020949	Fkbp3	NRE	51.11335343	42.21439503	43.87386479	38.28516917	27.28064274	22.08492654	26.93133326	39.4149	32.4917	31.5008	28.7718	19.1997	16.3434	19.3989
ENSMUSG00000020952	Scfd1	NRE	47.41463246	37.36330629	26.07116036	39.62216953	28.87610527	29.35057872	30.06285244	35.7612	27.5607	18.2448	28.9205	20.7701	21.2633	22.5657
ENSMUSG00000020954	Strn3	NRE	24.27724174	16.56197363	17.36259198	14.93627819	11.86624649	11.5706989	11.85504803	23.119	15.864	15.5525	14.0981	10.3335	10.4018	10.688
ENSMUSG00000020955	Ap4s1	NRE	12.9118849	14.01129457	9.766733219	16.19386585	13.01305627	13.66204937	14.23373022	12.3054	12.94	8.6185	15.1251	11.8456	12.1954	12.9661
ENSMUSG00000020974	Pole2	NRE	3.579246431	2.795384075	3.292665997	2.163541977	2.024361009	0.957686941	0.884611803	2.63346	2.05368	2.25917	1.54553	1.34264	0.685813	0.617507
ENSMUSG00000020978	Klhdc2	NRE	40.58347989	23.96190747	33.63824549	20.85042246	18.11423552	16.49906546	15.268429	32.0327	18.9538	25.5994	16.3939	13.7073	12.4517	11.6841
ENSMUSG00000020982	Nemf	NRE	22.02037338	17.21379315	18.59634519	16.59288082	15.06757237	14.5015467	13.83485556	17.6484	13.7982	13.9021	12.9187	11.2815	11.2649	10.4405
ENSMUSG00000020986	Sec23a	NRE	26.10634607	12.13880083	9.377931143	12.93697557	11.30472481	13.37460222	12.32586382	27.8878	13.2971	9.78686	13.9153	12.1306	14.355	13.3577
ENSMUSG00000020988	L2hgdh	NRE	6.870093694	3.389530966	4.445520902	4.781014183	3.593536439	2.919579878	2.933639727	6.42374	3.15148	3.95835	4.37504	3.12225	2.58523	2.60164
ENSMUSG00000020993	Trappc6b	NRE	33.09556826	30.49869766	27.80143995	35.08412834	36.55210614	34.07862337	37.28835487	27.9756	25.5614	22.6545	29.3224	29.1695	27.6839	30.1728
ENSMUSG00000020994	Pnn	NRE	36.21626952	27.15799569	31.42315326	25.40281245	25.70501542	22.94934166	22.64021546	34.4288	25.48	28.0288	23.4173	22.5893	20.5611	19.9642
ENSMUSG00000021000	Ctage5	NRE	24.14981988	18.09472738	13.80449468	20.17071942	21.29389651	19.33383605	22.70389042	41.1861	29.4222	21.0799	31.9418	31.6471	29.5158	34.873
ENSMUSG00000021009	Ptpn21	NRE	6.383556822	9.838691353	5.306803726	12.3281137	17.72430507	14.08041775	17.33742651	6.04621	9.33857	4.77632	11.602	15.5963	12.9655	15.6759
ENSMUSG00000021012	Zc3h14	NRE	33.18930383	26.91984373	24.56761707	27.67593287	25.55631958	21.43692108	24.30607332	34.1331	27.3696	23.7008	27.4643	24.0615	20.5783	23.4408
ENSMUSG00000021013	Ttc8	NRE	14.72112148	8.428029603	9.191447639	9.428843912	9.538199636	8.278841375	9.558052555	13.7036	8.05628	7.92332	8.3854	8.83763	8.1475	8.41461
ENSMUSG00000021018	Polr2h	NRE	31.87352478	20.24096901	20.90443626	14.57663038	13.74021716	13.63257498	12.31977131	26.4896	16.712	16.375	11.8821	10.737	10.8707	9.68191
ENSMUSG00000021020	Srp54a	NRE	35.08093087	32.79547403	27.35294012	33.69608199	30.03517409	28.40391171	29.77885824	0	0	0	0	0	0	0
ENSMUSG00000021024	Psma6	NRE	163.8537132	167.1291438	103.7752127	193.5632818	181.9884897	187.7554605	196.6303806	149.435	150.37	90.0807	174.039	155.931	163.328	171.741
ENSMUSG00000021025	Nfkbia	NRE	212.667378	525.4387009	212.1530353	662.7054018	964.2065094	948.8424044	1071.827692	190.949	475.015	184.156	597.075	816.781	807.039	911.275
ENSMUSG00000021027	Ralgapa1	NRE	17.2551068	18.79794111	17.308344	19.63745369	22.3561975	17.0976562	21.45142234	15.6699	16.9402	14.8009	17.6331	18.7424	14.8461	18.3601
ENSMUSG00000021028	Mbip	NRE	9.357019878	7.920263185	10.2115965	7.91454098	6.840602935	6.251716994	6.973947001	7.8408	6.68863	8.29349	6.73646	5.43128	5.08568	5.73549
ENSMUSG00000021033	Gstz1	NRE	27.27913669	12.21643219	17.17665298	13.1728478	14.12783355	12.29849423	12.68768879	23.6575	10.3671	13.9361	11.043	11.2847	9.93849	10.1832
ENSMUSG00000021036	Sptlc2	NRE	5.618970981	12.54896414	11.60479622	11.74464448	10.51930462	12.38697595	11.42336106	4.84016	10.7574	9.66167	10.0831	8.63367	10.3586	9.47376
ENSMUSG00000021037	Ahsa1	NRE	69.66219117	57.29075825	72.24292349	62.19483771	71.67630001	61.43426793	60.33701198	57.9442	46.9952	56.7768	51.0713	56.6839	48.6733	46.8938
